N_MRE,N_PRED40,MRE,ACC,PRED40,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
1,0,100,0,0,90,poisson,7,0.25,11
0,1,0,0,100,150,squared_error,5,7.5,18
0,1,0,0,100,190,absolute_error,8,2.5,10
1,0,100,0,0,30,poisson,12,8,6
1,0,100,0,0,30,poisson,17,1.5,7
0,1,0,0,100,30,absolute_error,1,0.5,6
1,0,100,0,0,110,poisson,18,2.75,15
0,1,0,0,100,70,squared_error,15,0.25,17
0,1,0,0,100,130,absolute_error,5,2.25,18
0,1,0,0,100,70,squared_error,8,4.75,14
0,1,0,0,100,160,squared_error,14,5.75,9
0,1,0,0,100,60,squared_error,19,6.75,16
0,1,0,0,100,70,squared_error,2,8.75,16
1,0,100,0,0,20,poisson,8,2.25,18
0,1,0,0,100,120,absolute_error,16,8.25,13
0,1,0,0,100,60,absolute_error,6,2.5,12
0,1,0,0,100,170,squared_error,18,8.75,4
1,0,100,0,0,180,poisson,5,8.25,2
0,1,0,0,100,80,absolute_error,3,5,14
1,0,100,0,0,150,poisson,19,0.5,12
0,1,0,0,100,10,squared_error,20,8.25,4
0,1,0,0,100,150,squared_error,8,6.5,11
0,1,0,0,100,90,absolute_error,20,3.75,17
0,1,0,0,100,30,absolute_error,15,7.5,10
0,1,0,0,100,130,squared_error,11,6.5,20
0,1,0,0,100,10,absolute_error,6,3,9
0,1,0,0,100,170,absolute_error,10,1.5,6
0,1,0,0,100,40,squared_error,3,7.5,16
0,1,0,0,100,100,squared_error,5,7.5,20
0,1,0,0,100,90,absolute_error,16,8.75,5
0,1,0,0,100,190,absolute_error,10,7.75,8
1,0,100,0,0,10,poisson,6,1,14
0,1,0,0,100,110,squared_error,3,4.25,20
0,1,0,0,100,140,absolute_error,15,1.5,7
0,1,0,0,100,90,squared_error,20,3.25,1
1,0,100,0,0,130,poisson,4,6,17
0,1,0,0,100,10,absolute_error,18,1.25,8
0,1,0,0,100,60,absolute_error,8,4,1
0,1,0,0,100,40,squared_error,3,6,11
0,1,0,0,100,120,squared_error,1,1.25,8
0,1,0,0,100,30,squared_error,15,5.5,15
0,1,0,0,100,30,absolute_error,2,9.5,14
1,0,100,0,0,20,poisson,19,1.5,15
1,0,100,0,0,90,poisson,7,0.75,3
0,1,0,0,100,190,absolute_error,13,7.25,10
0,1,0,0,100,10,squared_error,9,2.75,13
0,1,0,0,100,50,absolute_error,20,10,7
0,1,0,0,100,180,absolute_error,10,8.75,12
0,1,0,0,100,120,absolute_error,1,9,6
0,1,0,0,100,70,squared_error,17,0.5,14
0,1,0,0,100,70,absolute_error,6,1.25,5
0,1,0,0,100,110,squared_error,17,4.25,15
0,1,0,0,100,200,absolute_error,6,5.75,16
0,1,0,0,100,150,squared_error,19,8,2
0,1,0,0,100,200,squared_error,19,4.25,20
1,0,100,0,0,110,poisson,1,8.25,15
0,1,0,0,100,10,squared_error,2,1,10
0,1,0,0,100,180,absolute_error,3,4.5,1
0,1,0,0,100,80,absolute_error,13,8,7
0,1,0,0,100,150,absolute_error,3,9.5,20
1,0,100,0,0,130,poisson,15,2.5,7
1,0,100,0,0,40,poisson,8,1.5,8
0,1,0,0,100,100,squared_error,18,10,16
0,1,0,0,100,130,squared_error,20,8.75,15
1,0,100,0,0,60,poisson,14,3.75,3
1,0,100,0,0,100,poisson,16,4.25,15
0,1,0,0,100,120,squared_error,11,4.25,14
0,1,0,0,100,10,squared_error,9,1.5,3
0,1,0,0,100,80,squared_error,2,3,8
1,0,100,0,0,190,poisson,18,0.75,17
0,1,0,0,100,120,squared_error,3,9,20
1,0,100,0,0,80,poisson,12,1.75,20
1,0,100,0,0,70,poisson,13,0.25,1
1,0,100,0,0,30,poisson,3,6.5,3
0,1,0,0,100,120,squared_error,1,7.5,9
0,1,0,0,100,200,absolute_error,18,4.25,15
0,1,0,0,100,150,squared_error,19,6.25,16
0,1,0,0,100,150,squared_error,2,0.75,15
0,1,0,0,100,150,squared_error,17,3.25,11
1,0,100,0,0,30,poisson,16,9.5,15
1,0,100,0,0,180,poisson,2,2,12
0,1,0,0,100,170,absolute_error,7,7.5,17
1,0,100,0,0,80,poisson,14,9.5,16
1,0,100,0,0,140,poisson,13,8,20
0,1,0,0,100,180,absolute_error,12,6.75,20
1,0,100,0,0,30,poisson,12,4.5,10
0,1,0,0,100,70,absolute_error,4,9,7
0,1,0,0,100,160,squared_error,13,7.5,3
0,1,0,0,100,130,squared_error,18,2.25,7
1,0,100,0,0,80,poisson,11,9.25,17
0,1,0,0,100,110,squared_error,12,9.25,10
0,1,0,0,100,10,absolute_error,11,9.25,12
0,1,0,0,100,190,absolute_error,13,9.75,2
0,1,0,0,100,40,absolute_error,2,6.75,19
1,0,100,0,0,120,poisson,3,0.5,2
0,1,0,0,100,170,absolute_error,15,7.5,18
0,1,0,0,100,190,absolute_error,15,2.5,19
0,1,0,0,100,20,absolute_error,3,2.25,20
0,1,0,0,100,60,absolute_error,6,4.25,9
1,0,100,0,0,10,poisson,6,5.25,8
0,1,0,0,100,100,absolute_error,17,6.75,10
1,0,100,0,0,160,poisson,11,7.75,17
1,0,100,0,0,180,poisson,13,8.25,2
0,1,0,0,100,60,absolute_error,5,5,18
0,1,0,0,100,170,absolute_error,15,3.5,14
0,1,0,0,100,60,squared_error,20,7.5,5
0,1,0,0,100,190,absolute_error,12,2.25,14
1,0,100,0,0,90,poisson,19,3,4
1,0,100,0,0,100,poisson,14,4,7
0,1,0,0,100,110,absolute_error,16,0.25,7
0,1,0,0,100,120,absolute_error,9,8.5,1
0,1,0,0,100,110,absolute_error,13,5.25,11
0,1,0,0,100,30,absolute_error,16,1,4
0,1,0,0,100,190,squared_error,10,0.5,6
0,1,0,0,100,100,squared_error,2,0,6
1,0,100,0,0,110,poisson,7,3.25,19
0,1,0,0,100,150,absolute_error,15,0.5,13
0,1,0,0,100,120,absolute_error,8,1.5,10
1,0,100,0,0,90,poisson,18,5.25,5
1,0,100,0,0,100,poisson,7,3.25,11
0,1,0,0,100,200,absolute_error,18,1.75,13
0,1,0,0,100,140,absolute_error,17,2.25,17
1,0,100,0,0,200,poisson,6,4,4
0,1,0,0,100,160,squared_error,17,5.75,12
0,1,0,0,100,170,absolute_error,10,7.25,18
1,0,100,0,0,200,poisson,8,9,3
0,1,0,0,100,190,absolute_error,18,3.75,20
1,0,100,0,0,150,poisson,8,6.75,4
1,0,100,0,0,90,poisson,13,1.25,11
0,1,0,0,100,150,absolute_error,4,10,17
1,0,100,0,0,160,poisson,12,6.5,3
0,1,0,0,100,190,absolute_error,14,9.5,18
1,0,100,0,0,140,poisson,13,5.25,17
0,1,0,0,100,150,absolute_error,6,7.25,20
0,1,0,0,100,170,absolute_error,14,8,9
0,1,0,0,100,190,absolute_error,20,1.75,9
0,1,0,0,100,160,absolute_error,18,0.5,15
0,1,0,0,100,140,squared_error,10,1.5,13
1,0,100,0,0,120,poisson,9,2.5,4
1,0,100,0,0,150,poisson,13,1.25,12
0,1,0,0,100,60,squared_error,10,0.75,13
0,1,0,0,100,190,absolute_error,19,8.75,1
0,1,0,0,100,120,squared_error,4,10,6
0,1,0,0,100,190,absolute_error,12,6,9
1,0,100,0,0,40,poisson,18,1.5,2
1,0,100,0,0,70,poisson,12,4.5,4
0,1,0,0,100,90,squared_error,13,0.5,6
0,1,0,0,100,20,squared_error,13,0.25,20
0,1,0,0,100,60,absolute_error,19,1.75,1
0,1,0,0,100,100,absolute_error,4,9.5,14
1,0,100,0,0,110,poisson,20,6.75,4
1,0,100,0,0,30,poisson,3,8.25,20
0,1,0,0,100,40,squared_error,12,2,5
1,0,100,0,0,40,poisson,8,9,20
0,1,0,0,100,70,absolute_error,19,2,20
0,1,0,0,100,10,squared_error,18,6.75,7
0,1,0,0,100,180,absolute_error,8,3.5,5
0,1,0,0,100,150,squared_error,1,8.25,16
1,0,100,0,0,130,poisson,2,10,12
0,1,0,0,100,180,absolute_error,4,5,3
0,1,0,0,100,10,squared_error,14,9.25,3
0,1,0,0,100,110,absolute_error,14,8,8
0,1,0,0,100,50,squared_error,6,9.25,5
0,1,0,0,100,200,absolute_error,17,7,5
0,1,0,0,100,170,absolute_error,20,2.75,14
1,0,100,0,0,70,poisson,4,0.75,1
0,1,0,0,100,20,absolute_error,10,3.75,7
0,1,0,0,100,40,absolute_error,9,0.5,12
1,0,100,0,0,60,poisson,18,5.5,10
1,0,100,0,0,100,poisson,12,8.75,3
0,1,0,0,100,70,squared_error,17,4.5,3
0,1,0,0,100,160,squared_error,11,8.25,7
1,0,100,0,0,50,poisson,13,0.5,10
0,1,0,0,100,120,squared_error,16,5,3
0,1,0,0,100,70,squared_error,9,7.5,6
1,0,100,0,0,200,poisson,12,0,14
0,1,0,0,100,170,absolute_error,3,5,9
1,0,100,0,0,30,poisson,19,1,2
0,1,0,0,100,190,squared_error,2,4.5,6
0,1,0,0,100,120,absolute_error,11,4.25,10
1,0,100,0,0,120,poisson,8,5.75,8
0,1,0,0,100,90,squared_error,16,9.75,14
1,0,100,0,0,150,poisson,18,7,6
1,0,100,0,0,190,poisson,20,8.25,3
0,1,0,0,100,160,squared_error,15,9.75,13
0,1,0,0,100,30,absolute_error,16,7.75,12
1,0,100,0,0,100,poisson,11,0,9
1,0,100,0,0,70,poisson,10,8,14
1,0,100,0,0,90,poisson,18,1.25,13
0,1,0,0,100,160,squared_error,20,1,20
1,0,100,0,0,110,poisson,16,5,1
1,0,100,0,0,80,poisson,17,6.75,20
0,1,0,0,100,120,squared_error,1,1.25,20
0,1,0,0,100,90,squared_error,15,0.75,10
0,1,0,0,100,180,absolute_error,18,6.25,11
1,0,100,0,0,170,poisson,8,8.75,13
0,1,0,0,100,10,squared_error,8,5.5,11
0,1,0,0,100,130,squared_error,9,4,11
1,0,100,0,0,40,poisson,7,6.25,20
1,0,100,0,0,140,poisson,4,7,17
0,1,0,0,100,60,squared_error,10,0,10
0,1,0,0,100,130,absolute_error,13,4.5,18
0,1,0,0,100,200,squared_error,4,1,12
0,1,0,0,100,100,squared_error,17,4,3
0,1,0,0,100,80,absolute_error,6,6,7
1,0,100,0,0,80,poisson,5,7.75,6
0,1,0,0,100,130,absolute_error,20,0.25,16
0,1,0,0,100,20,absolute_error,5,0,17
1,0,100,0,0,110,poisson,2,9.25,14
0,1,0,0,100,160,squared_error,11,1.5,14
1,0,100,0,0,120,poisson,12,7.75,10
1,0,100,0,0,140,poisson,5,1.5,13
0,1,0,0,100,40,absolute_error,4,6,18
1,0,100,0,0,120,poisson,9,0.5,9
1,0,100,0,0,180,poisson,20,6.5,1
1,0,100,0,0,60,poisson,9,6,5
0,1,0,0,100,120,absolute_error,17,0.25,14
0,1,0,0,100,70,absolute_error,7,7,18
1,0,100,0,0,110,poisson,9,6,18
0,1,0,0,100,170,squared_error,15,2,1
0,1,0,0,100,130,squared_error,19,6.75,1
1,0,100,0,0,130,poisson,13,2.75,13
1,0,100,0,0,40,poisson,20,8,19
0,1,0,0,100,50,squared_error,18,0.75,3
0,1,0,0,100,70,absolute_error,12,0.5,11
0,1,0,0,100,70,squared_error,9,4.75,20
0,1,0,0,100,80,squared_error,6,2.25,12
1,0,100,0,0,40,poisson,8,0.5,13
1,0,100,0,0,30,poisson,6,5.25,3
0,1,0,0,100,70,absolute_error,12,2.25,1
0,1,0,0,100,40,absolute_error,10,2.5,17
1,0,100,0,0,90,poisson,12,3.75,9
0,1,0,0,100,170,squared_error,18,9.5,11
1,0,100,0,0,60,poisson,7,3.75,20
0,1,0,0,100,110,squared_error,11,8.25,20
1,0,100,0,0,80,poisson,2,6,8
1,0,100,0,0,80,poisson,8,4.75,1
0,1,0,0,100,200,squared_error,1,1,5
1,0,100,0,0,100,poisson,11,4,4
0,1,0,0,100,170,absolute_error,5,6.75,8
0,1,0,0,100,130,absolute_error,17,1.75,2
0,1,0,0,100,70,absolute_error,14,2.75,8
0,1,0,0,100,40,squared_error,12,8.25,3
0,1,0,0,100,200,absolute_error,5,3,2
0,1,0,0,100,110,absolute_error,16,8.5,7
1,0,100,0,0,120,poisson,12,5,19
0,1,0,0,100,110,squared_error,20,8.75,13
0,1,0,0,100,50,absolute_error,3,6.25,20
0,1,0,0,100,80,absolute_error,4,7.25,19
0,1,0,0,100,110,absolute_error,2,7,4
0,1,0,0,100,100,squared_error,9,5.75,11
0,1,0,0,100,170,squared_error,2,8,5
1,0,100,0,0,80,poisson,5,5.75,13
0,1,0,0,100,130,squared_error,8,8.25,15
0,1,0,0,100,100,squared_error,13,8.5,5
1,0,100,0,0,10,poisson,9,7,1
0,1,0,0,100,110,squared_error,19,9.5,6
1,0,100,0,0,40,poisson,4,8.25,3
1,0,100,0,0,60,poisson,13,8,12
0,1,0,0,100,140,absolute_error,12,2.5,12
0,1,0,0,100,120,squared_error,9,0.75,2
1,0,100,0,0,120,poisson,5,9.5,5
0,1,0,0,100,20,squared_error,13,2.25,20
1,0,100,0,0,140,poisson,16,8.75,20
0,1,0,0,100,130,squared_error,5,6.75,5
1,0,100,0,0,140,poisson,13,8.5,8
0,1,0,0,100,30,squared_error,20,10,11
1,0,100,0,0,120,poisson,18,4.75,14
0,1,0,0,100,110,squared_error,11,3.75,16
0,1,0,0,100,60,absolute_error,14,5.5,17
0,1,0,0,100,50,absolute_error,2,4.25,7
0,1,0,0,100,160,squared_error,2,8.75,9
0,1,0,0,100,160,absolute_error,7,4.75,17
0,1,0,0,100,40,squared_error,2,4.25,9
1,0,100,0,0,40,poisson,6,1,14
1,0,100,0,0,100,poisson,19,5.5,1
0,1,0,0,100,200,absolute_error,6,0.25,15
0,1,0,0,100,30,absolute_error,18,4.5,11
0,1,0,0,100,140,squared_error,14,2.75,9
1,0,100,0,0,50,poisson,13,5.25,3
0,1,0,0,100,100,absolute_error,13,5.75,16
0,1,0,0,100,80,absolute_error,8,6.25,5
1,0,100,0,0,10,poisson,6,3.25,17
0,1,0,0,100,90,squared_error,19,10,15
0,1,0,0,100,110,squared_error,14,3.25,19
1,0,100,0,0,100,poisson,2,3.75,1
0,1,0,0,100,110,squared_error,17,8.75,15
0,1,0,0,100,40,squared_error,17,5.75,6
0,1,0,0,100,140,absolute_error,12,5,13
1,0,100,0,0,130,poisson,15,0.5,20
0,1,0,0,100,120,absolute_error,8,4.25,4
0,1,0,0,100,40,absolute_error,10,1.5,8
0,1,0,0,100,100,absolute_error,17,3.25,9
0,1,0,0,100,50,squared_error,3,4.25,11
1,0,100,0,0,180,poisson,6,8,10
0,1,0,0,100,120,absolute_error,20,6.5,8
0,1,0,0,100,120,squared_error,14,7,5
0,1,0,0,100,30,absolute_error,4,2.75,9
0,1,0,0,100,20,absolute_error,8,3.75,10
0,1,0,0,100,150,absolute_error,12,6.25,3
1,0,100,0,0,70,poisson,14,5.75,6
0,1,0,0,100,10,absolute_error,7,1.25,20
0,1,0,0,100,80,squared_error,10,3.25,12
1,0,100,0,0,80,poisson,12,7.5,16
1,0,100,0,0,10,poisson,16,6,11
0,1,0,0,100,70,squared_error,16,1.5,3
0,1,0,0,100,30,absolute_error,10,8,3
1,0,100,0,0,200,poisson,7,7.25,14
0,1,0,0,100,20,squared_error,13,1.5,18
1,0,100,0,0,90,poisson,7,1,18
0,1,0,0,100,200,squared_error,9,0.5,14
1,0,100,0,0,110,poisson,9,9.75,17
0,1,0,0,100,130,absolute_error,14,10,6
0,1,0,0,100,110,absolute_error,11,8.5,6
0,1,0,0,100,80,squared_error,6,7.75,10
0,1,0,0,100,100,absolute_error,2,9.5,10
0,1,0,0,100,90,squared_error,17,6.25,4
1,0,100,0,0,110,poisson,4,1.25,2
0,1,0,0,100,80,absolute_error,12,3.25,19
1,0,100,0,0,20,poisson,18,1.75,4
0,1,0,0,100,90,squared_error,18,4.25,4
1,0,100,0,0,30,poisson,11,9.5,11
1,0,100,0,0,140,poisson,2,7.5,15
0,1,0,0,100,110,absolute_error,3,3.75,9
0,1,0,0,100,30,absolute_error,5,2,7
0,1,0,0,100,50,absolute_error,7,9.5,16
0,1,0,0,100,100,squared_error,15,2.75,6
0,1,0,0,100,80,absolute_error,18,2,15
0,1,0,0,100,190,absolute_error,2,3.5,9
0,1,0,0,100,110,squared_error,5,1.25,8
1,0,100,0,0,130,poisson,14,8.5,20
0,1,0,0,100,50,squared_error,8,9,7
0,1,0,0,100,10,squared_error,4,8.25,19
0,1,0,0,100,90,squared_error,2,5.5,15
0,1,0,0,100,180,squared_error,13,9.75,2
0,1,0,0,100,140,squared_error,6,7.25,10
0,1,0,0,100,40,squared_error,17,0.5,15
0,1,0,0,100,200,absolute_error,18,7.75,3
0,1,0,0,100,60,squared_error,17,7.75,9
0,1,0,0,100,50,squared_error,16,8.25,9
1,0,100,0,0,140,poisson,7,0.25,15
0,1,0,0,100,40,squared_error,9,1.75,19
0,1,0,0,100,110,squared_error,9,9.25,15
1,0,100,0,0,200,poisson,20,4.5,15
0,1,0,0,100,190,squared_error,20,5.25,7
0,1,0,0,100,120,absolute_error,4,7.75,13
1,0,100,0,0,190,poisson,7,5.75,4
1,0,100,0,0,150,poisson,3,7,13
1,0,100,0,0,110,poisson,20,10,3
1,0,100,0,0,160,poisson,8,5.25,7
0,1,0,0,100,200,absolute_error,18,9.75,12
0,1,0,0,100,30,squared_error,19,8,2
0,1,0,0,100,100,absolute_error,1,0.25,19
0,1,0,0,100,40,absolute_error,19,8.5,5
0,1,0,0,100,170,absolute_error,10,1.75,8
0,1,0,0,100,100,absolute_error,13,1.25,6
1,0,100,0,0,60,poisson,12,1.5,14
0,1,0,0,100,10,absolute_error,13,0.25,19
0,1,0,0,100,160,absolute_error,20,5.25,8
1,0,100,0,0,30,poisson,15,8.5,10
0,1,0,0,100,160,absolute_error,5,7.75,13
0,1,0,0,100,20,absolute_error,19,7.25,9
0,1,0,0,100,90,squared_error,13,9,12
0,1,0,0,100,20,absolute_error,17,8.75,5
0,1,0,0,100,200,squared_error,20,5.75,13
1,0,100,0,0,150,poisson,19,1,9
1,0,100,0,0,90,poisson,2,0,19
0,1,0,0,100,150,absolute_error,6,7.75,19
0,1,0,0,100,110,squared_error,3,4.75,7
0,1,0,0,100,180,absolute_error,12,4.75,9
1,0,100,0,0,190,poisson,17,9.25,2
0,1,0,0,100,110,squared_error,12,9,1
1,0,100,0,0,40,poisson,2,7,6
0,1,0,0,100,30,squared_error,11,4.5,6
1,0,100,0,0,60,poisson,4,9.5,6
0,1,0,0,100,30,squared_error,8,1.75,3
1,0,100,0,0,120,poisson,7,2.25,17
0,1,0,0,100,60,squared_error,17,3.5,20
0,1,0,0,100,150,squared_error,20,1.25,4
0,1,0,0,100,20,squared_error,5,3.75,11
0,1,0,0,100,20,squared_error,5,2,4
0,1,0,0,100,160,absolute_error,16,8.5,11
0,1,0,0,100,170,absolute_error,1,1.25,12
0,1,0,0,100,110,squared_error,19,2.5,9
1,0,100,0,0,100,poisson,13,4.25,8
0,1,0,0,100,170,squared_error,15,9.5,10
0,1,0,0,100,190,absolute_error,18,0.75,5
0,1,0,0,100,90,squared_error,14,6,8
0,1,0,0,100,150,squared_error,13,10,2
0,1,0,0,100,190,absolute_error,9,1,6
0,1,0,0,100,160,squared_error,20,0.25,5
1,0,100,0,0,160,poisson,20,7.75,14
0,1,0,0,100,200,absolute_error,13,7.75,6
0,1,0,0,100,110,squared_error,18,4.25,16
0,1,0,0,100,110,absolute_error,6,1.5,9
0,1,0,0,100,50,squared_error,17,3.25,9
0,1,0,0,100,50,squared_error,8,4.25,18
0,1,0,0,100,80,squared_error,14,9.25,4
1,0,100,0,0,30,poisson,15,9,14
1,0,100,0,0,180,poisson,7,7.25,10
1,0,100,0,0,30,poisson,2,5.25,7
1,0,100,0,0,90,poisson,8,4,3
0,1,0,0,100,100,absolute_error,9,9.75,13
0,1,0,0,100,130,absolute_error,19,8.25,10
1,0,100,0,0,150,poisson,16,9,19
0,1,0,0,100,190,squared_error,8,0,19
0,1,0,0,100,200,squared_error,8,8,17
0,1,0,0,100,90,squared_error,14,1.25,3
1,0,100,0,0,30,poisson,11,3.25,8
0,1,0,0,100,160,squared_error,10,2.5,7
0,1,0,0,100,70,absolute_error,20,0,6
0,1,0,0,100,200,absolute_error,6,2,8
0,1,0,0,100,80,squared_error,17,5.5,12
0,1,0,0,100,40,absolute_error,8,7.5,3
0,1,0,0,100,40,squared_error,20,2.25,10
1,0,100,0,0,200,poisson,13,8.75,11
0,1,0,0,100,30,squared_error,16,7.75,12
0,1,0,0,100,200,squared_error,6,2.75,14
1,0,100,0,0,50,poisson,2,3.75,9
1,0,100,0,0,20,poisson,3,3.75,8
1,0,100,0,0,90,poisson,3,2.25,2
0,1,0,0,100,170,squared_error,9,4.75,6
0,1,0,0,100,140,squared_error,13,0.25,2
0,1,0,0,100,170,squared_error,10,1.25,7
1,0,100,0,0,170,poisson,5,6.75,11
0,1,0,0,100,120,squared_error,8,4.75,18
1,0,100,0,0,30,poisson,11,1.75,1
0,1,0,0,100,150,absolute_error,11,1.25,14
1,0,100,0,0,100,poisson,3,0,10
1,0,100,0,0,70,poisson,20,7.75,10
0,1,0,0,100,200,absolute_error,5,3.25,18
0,1,0,0,100,50,absolute_error,9,1,8
0,1,0,0,100,120,squared_error,1,9.5,1
1,0,100,0,0,40,poisson,9,0.75,7
0,1,0,0,100,190,absolute_error,2,6.75,12
0,1,0,0,100,10,absolute_error,13,5.25,7
1,0,100,0,0,30,poisson,7,9,17
0,1,0,0,100,110,absolute_error,7,3.25,9
1,0,100,0,0,70,poisson,15,3.25,1
0,1,0,0,100,40,squared_error,5,0,19
0,1,0,0,100,200,absolute_error,15,10,9
0,1,0,0,100,110,absolute_error,2,3.5,9
0,1,0,0,100,40,squared_error,6,8.5,4
0,1,0,0,100,10,squared_error,10,4,15
1,0,100,0,0,50,poisson,7,0,7
0,1,0,0,100,30,squared_error,3,2.25,5
0,1,0,0,100,170,squared_error,7,6.25,9
0,1,0,0,100,90,squared_error,2,1.25,11
0,1,0,0,100,190,squared_error,7,3,15
1,0,100,0,0,70,poisson,4,0.25,10
0,1,0,0,100,90,squared_error,6,3.5,9
0,1,0,0,100,110,absolute_error,13,9,9
1,0,100,0,0,110,poisson,9,1.75,16
0,1,0,0,100,70,absolute_error,19,0,18
0,1,0,0,100,160,absolute_error,1,2.25,7
0,1,0,0,100,60,absolute_error,11,9,1
1,0,100,0,0,90,poisson,13,7.5,17
0,1,0,0,100,130,squared_error,4,1,10
1,0,100,0,0,10,poisson,19,0.25,1
0,1,0,0,100,70,absolute_error,20,0,12
0,1,0,0,100,20,squared_error,7,6,16
0,1,0,0,100,60,absolute_error,8,8,14
1,0,100,0,0,10,poisson,7,9.25,19
0,1,0,0,100,10,absolute_error,6,3.75,3
1,0,100,0,0,160,poisson,7,2.5,7
0,1,0,0,100,120,squared_error,12,9.5,3
1,0,100,0,0,50,poisson,5,0.75,17
0,1,0,0,100,120,absolute_error,10,1.75,11
0,1,0,0,100,50,absolute_error,13,9.5,8
0,1,0,0,100,40,squared_error,19,9.5,5
0,1,0,0,100,160,absolute_error,12,0.75,15
0,1,0,0,100,150,absolute_error,15,6.75,14
0,1,0,0,100,100,absolute_error,2,4,20
0,1,0,0,100,130,absolute_error,1,5.75,13
0,1,0,0,100,190,absolute_error,10,1.5,10
0,1,0,0,100,180,absolute_error,3,0,10
1,0,100,0,0,200,poisson,11,6,12
0,1,0,0,100,120,squared_error,2,7,11
0,1,0,0,100,30,squared_error,20,8.5,10
0,1,0,0,100,40,absolute_error,1,8.75,4
0,1,0,0,100,70,squared_error,1,10,5
1,0,100,0,0,60,poisson,14,2.5,10
0,1,0,0,100,130,absolute_error,12,1.75,9
0,1,0,0,100,160,squared_error,17,7,18
0,1,0,0,100,140,squared_error,7,4.75,1
1,0,100,0,0,80,poisson,12,0.5,2
0,1,0,0,100,10,squared_error,10,5,6
0,1,0,0,100,30,squared_error,16,8.25,8
0,1,0,0,100,190,squared_error,6,3.5,12
0,1,0,0,100,90,absolute_error,14,8.5,5
1,0,100,0,0,130,poisson,19,5.75,3
0,1,0,0,100,130,absolute_error,7,6,14
0,1,0,0,100,110,squared_error,5,4.25,19
0,1,0,0,100,180,absolute_error,13,3.5,10
1,0,100,0,0,110,poisson,1,7.5,8
0,1,0,0,100,110,absolute_error,11,7.5,10
0,1,0,0,100,80,absolute_error,11,5,9
1,0,100,0,0,60,poisson,15,6.75,16
0,1,0,0,100,190,absolute_error,12,0,18
0,1,0,0,100,80,absolute_error,1,6,19
0,1,0,0,100,120,absolute_error,6,6.25,12
0,1,0,0,100,140,squared_error,11,8,8
1,0,100,0,0,100,poisson,8,7.25,9
0,1,0,0,100,20,squared_error,20,4.25,16
0,1,0,0,100,100,absolute_error,11,1.75,11
1,0,100,0,0,200,poisson,8,1.25,17
1,0,100,0,0,120,poisson,13,10,4
0,1,0,0,100,90,absolute_error,11,4,10
0,1,0,0,100,90,absolute_error,8,8.75,3
1,0,100,0,0,160,poisson,10,1,11
0,1,0,0,100,200,squared_error,11,10,2
1,0,100,0,0,190,poisson,19,1,14
1,0,100,0,0,20,poisson,12,1.75,7
1,0,100,0,0,140,poisson,13,5,19
0,1,0,0,100,150,squared_error,11,1.5,15
0,1,0,0,100,110,squared_error,17,0.25,8
1,0,100,0,0,60,poisson,14,4,6
0,1,0,0,100,160,squared_error,10,4,13
0,1,0,0,100,200,absolute_error,13,5.25,11
1,0,100,0,0,170,poisson,17,1,19
0,1,0,0,100,180,absolute_error,11,9.75,11
0,1,0,0,100,150,squared_error,18,9.25,17
1,0,100,0,0,60,poisson,15,6,13
1,0,100,0,0,100,poisson,2,9.5,5
0,1,0,0,100,20,absolute_error,14,9,17
0,1,0,0,100,200,squared_error,13,0.25,17
0,1,0,0,100,10,absolute_error,7,0.25,10
0,1,0,0,100,30,absolute_error,20,8.75,18
0,1,0,0,100,80,squared_error,15,6.5,7
1,0,100,0,0,110,poisson,13,6.75,13
0,1,0,0,100,70,absolute_error,15,1.5,15
0,1,0,0,100,140,absolute_error,9,1.75,9
0,1,0,0,100,130,squared_error,18,8,1
0,1,0,0,100,90,absolute_error,5,10,11
1,0,100,0,0,60,poisson,12,1.75,7
1,0,100,0,0,150,poisson,10,5,19
1,0,100,0,0,70,poisson,10,1.25,15
1,0,100,0,0,10,poisson,18,3.75,10
1,0,100,0,0,20,poisson,16,9.75,9
0,1,0,0,100,130,absolute_error,5,8.75,12
1,0,100,0,0,110,poisson,9,6.5,2
0,1,0,0,100,60,squared_error,20,9,7
1,0,100,0,0,50,poisson,4,4,8
0,1,0,0,100,170,squared_error,10,9.5,17
1,0,100,0,0,140,poisson,12,6.75,16
0,1,0,0,100,180,squared_error,14,0.25,13
0,1,0,0,100,130,squared_error,9,1.25,3
0,1,0,0,100,60,absolute_error,3,6.25,12
1,0,100,0,0,140,poisson,3,4.75,4
0,1,0,0,100,10,absolute_error,16,2.75,14
0,1,0,0,100,160,absolute_error,9,0.25,3
0,1,0,0,100,70,absolute_error,12,10,14
0,1,0,0,100,140,squared_error,15,6.75,13
0,1,0,0,100,50,absolute_error,5,7.75,16
0,1,0,0,100,100,absolute_error,19,2,13
0,1,0,0,100,170,squared_error,2,0.25,6
1,0,100,0,0,40,poisson,11,10,17
1,0,100,0,0,30,poisson,4,9,19
0,1,0,0,100,170,absolute_error,14,0.5,1
0,1,0,0,100,150,squared_error,7,0.75,8
1,0,100,0,0,110,poisson,19,6,19
0,1,0,0,100,150,absolute_error,17,4.5,18
1,0,100,0,0,10,poisson,10,3.25,15
1,0,100,0,0,170,poisson,6,3.5,8
0,1,0,0,100,190,squared_error,5,2.5,9
1,0,100,0,0,90,poisson,5,9.25,9
0,1,0,0,100,150,squared_error,1,0,17
0,1,0,0,100,60,squared_error,1,8.25,6
